id,name,category,brand,price
5876,Lenovo Smartphone 643,Automotive,Lenovo,1133.28
5877,Canon Backpack 256,Beauty,Canon,1039.51
5878,Asus Smartphone 849,Toys,Asus,26.54
5879,Dell Chocolate 323,Automotive,Dell,17.45
5880,LG Chocolate 945,Beauty,LG,1494.49
5881,Panasonic Mixer 194,Beauty,Panasonic,356.71
5882,Philips Watch 540,Grocery,Philips,1483.53
5883,Canon Supplements 534,Home & Kitchen,Canon,1163.34
5884,Dell T-shirt 353,Home & Kitchen,Dell,1071.39
5885,Asus Chocolate 326,Automotive,Asus,526.61
5886,Samsung Toy Car 946,Fashion,Samsung,804.71
5887,Puma Book 583,Health,Puma,247.09
5888,Asus Toy Car 751,Sports,Asus,203.76
5889,Asus Supplements 777,Toys,Asus,114.01
5890,Nike Perfume 114,Toys,Nike,1018.55
5891,Asus T-shirt 473,Books,Asus,1309.82
5892,Adidas Backpack 795,Electronics,Adidas,1105.32
5893,LG Tablet 413,Fashion,LG,125.53
5894,HP T-shirt 201,Electronics,HP,1444.81
5895,Apple Football 118,Home & Kitchen,Apple,144.6
5896,Lenovo Backpack 200,Automotive,Lenovo,1467.7
5897,Dell Perfume 708,Sports,Dell,553.53
5898,Nike Laptop 518,Electronics,Nike,1074.11
5899,Lenovo Smartphone 166,Toys,Lenovo,526.82
5900,Puma TV 736,Sports,Puma,900.25
5901,Puma Headphones 283,Grocery,Puma,1216.86
5902,Asus Laptop 785,Sports,Asus,291.4
5903,Sony Watch 952,Grocery,Sony,173.36
5904,Philips Football 661,Electronics,Philips,1071.33
5905,LG Football 178,Fashion,LG,1377.05
5906,Sony Book 190,Grocery,Sony,1280.57
5907,Apple Watch 530,Automotive,Apple,835.56
5908,Nike Laptop 929,Electronics,Nike,13.32
5909,Panasonic Chocolate 138,Sports,Panasonic,256.03
5910,Dell Tablet 573,Sports,Dell,128.04
5911,LG Toy Car 671,Home & Kitchen,LG,766.03
5912,Lenovo Supplements 906,Toys,Lenovo,605.54
5913,Samsung Laptop 594,Beauty,Samsung,1478.61
5914,Nike Book 195,Toys,Nike,1170.81
5915,Sony Smartphone 338,Home & Kitchen,Sony,503.45
5916,Canon Perfume 443,Electronics,Canon,1278.8
5917,Dell Chocolate 994,Grocery,Dell,1347.27
5918,Lenovo Camera 835,Books,Lenovo,1274.59
5919,Samsung Smartphone 412,Electronics,Samsung,1111.07
5920,HP Watch 769,Grocery,HP,828.52
5921,Samsung Shampoo 198,Automotive,Samsung,966.92
5922,Samsung Book 587,Fashion,Samsung,137.64
5923,LG Shampoo 280,Books,LG,998.89
5924,Asus Shampoo 765,Beauty,Asus,1136.06
5925,Dell TV 241,Books,Dell,1466.5
5926,Lenovo Smartphone 971,Automotive,Lenovo,191.73
5927,Philips Football 417,Health,Philips,83.31
5928,Puma TV 450,Home & Kitchen,Puma,746.5
5929,Samsung Laptop 319,Automotive,Samsung,618.18
5930,Apple Book 172,Books,Apple,57.85
5931,Puma Perfume 678,Beauty,Puma,676.07
5932,Asus Smartphone 703,Home & Kitchen,Asus,244.22
5933,Nike Shampoo 718,Beauty,Nike,651.64
5934,Sony Sneakers 387,Automotive,Sony,237.17
5935,Asus Laptop 815,Fashion,Asus,1146.41
5936,Puma Headphones 810,Sports,Puma,635.13
5937,Samsung Book 295,Sports,Samsung,716.48
5938,Asus Football 852,Beauty,Asus,492.53
5939,Nike Book 921,Toys,Nike,881.42
5940,Panasonic TV 706,Beauty,Panasonic,1203.95
5941,Sony Football 267,Electronics,Sony,1455.24
5942,Asus Sneakers 678,Fashion,Asus,963.17
5943,Lenovo Sneakers 665,Fashion,Lenovo,1071.01
5944,Dell Chocolate 490,Fashion,Dell,331.26
5945,Adidas Watch 776,Grocery,Adidas,871.33
5946,Lenovo Shampoo 959,Automotive,Lenovo,185.2
5947,Canon Supplements 689,Books,Canon,504.07
5948,Philips Watch 447,Health,Philips,557.26
5949,Samsung Football 443,Automotive,Samsung,1114.61
5950,Lenovo Laptop 395,Fashion,Lenovo,923.74
5951,Dell Chocolate 120,Sports,Dell,31.8
5952,Asus Laptop 140,Electronics,Asus,262.18
5953,Philips Toy Car 740,Electronics,Philips,1268.79
5954,Nike Backpack 461,Electronics,Nike,474.74
5955,HP Tablet 671,Home & Kitchen,HP,1376.36
5956,Philips Sneakers 202,Automotive,Philips,555.11
5957,Lenovo TV 755,Health,Lenovo,476.73
5958,Canon Chocolate 423,Toys,Canon,1393.52
5959,Asus Toy Car 300,Fashion,Asus,1311.41
5960,Canon T-shirt 554,Electronics,Canon,710.57
5961,Puma Perfume 174,Sports,Puma,949.15
5962,Asus Camera 376,Automotive,Asus,1134.5
5963,Panasonic Chocolate 912,Home & Kitchen,Panasonic,259.79
5964,Asus Toy Car 166,Toys,Asus,978.53
5965,LG TV 316,Home & Kitchen,LG,1094.85
5966,HP Watch 271,Health,HP,1328.58
5967,Canon Perfume 159,Fashion,Canon,173.19
5968,LG Mixer 343,Automotive,LG,1089.2
5969,Samsung Book 850,Grocery,Samsung,80.63
5970,HP TV 104,Fashion,HP,925.44
5971,Sony Shampoo 986,Grocery,Sony,1142.2
5972,Samsung T-shirt 575,Electronics,Samsung,77.04
5973,Lenovo Toy Car 146,Home & Kitchen,Lenovo,783.13
5974,LG Supplements 197,Beauty,LG,919.1
5975,Adidas Shampoo 505,Home & Kitchen,Adidas,1336.61
5976,Apple Laptop 304,Electronics,Apple,732.74
5977,Lenovo Toy Car 278,Toys,Lenovo,947.07
5978,Sony Headphones 344,Grocery,Sony,1111.02
5979,Adidas Sneakers 425,Sports,Adidas,988.3
5980,Adidas Laptop 707,Books,Adidas,1449.64
5981,Canon TV 600,Grocery,Canon,960.61
5982,Sony Book 217,Beauty,Sony,348.62
5983,Philips Watch 997,Grocery,Philips,476.39
5984,Panasonic Camera 792,Electronics,Panasonic,1262.0
5985,Apple Backpack 790,Automotive,Apple,1378.08
5986,Nike TV 731,Books,Nike,160.78
5987,Puma Backpack 706,Toys,Puma,194.82
5988,HP Perfume 859,Books,HP,34.94
5989,Samsung Supplements 140,Toys,Samsung,1397.36
5990,Lenovo Football 445,Health,Lenovo,1425.53
5991,LG Headphones 662,Automotive,LG,1219.04
5992,Philips Football 447,Home & Kitchen,Philips,184.93
5993,Dell Perfume 257,Home & Kitchen,Dell,1169.07
5994,Apple Laptop 717,Sports,Apple,1311.08
5995,Asus Shampoo 830,Fashion,Asus,653.98
5996,Asus Chocolate 693,Fashion,Asus,905.73
5997,Samsung Supplements 902,Toys,Samsung,111.51
5998,Philips Toy Car 182,Automotive,Philips,549.65
5999,Sony Supplements 941,Books,Sony,179.16
6000,Asus Backpack 994,Health,Asus,467.37
6001,Lenovo Backpack 266,Toys,Lenovo,904.09
6002,Canon Smartphone 756,Sports,Canon,229.55
6003,LG Backpack 245,Health,LG,293.65
6004,Lenovo Toy Car 933,Home & Kitchen,Lenovo,641.64
6005,Dell Supplements 105,Books,Dell,1430.91
6006,Asus Sneakers 865,Grocery,Asus,259.27
6007,Dell Shampoo 567,Books,Dell,1477.18
6008,Nike Perfume 987,Grocery,Nike,534.58
6009,HP Shampoo 532,Sports,HP,1328.15
6010,Philips Perfume 842,Health,Philips,1136.11
6011,Panasonic Shampoo 851,Health,Panasonic,1433.29
6012,Adidas Tablet 148,Beauty,Adidas,80.84
6013,Puma Perfume 449,Automotive,Puma,574.48
6014,Philips Smartphone 906,Books,Philips,1142.17
6015,Dell Toy Car 309,Fashion,Dell,1028.81
6016,Dell Headphones 537,Fashion,Dell,735.33
6017,Panasonic T-shirt 250,Books,Panasonic,12.95
6018,Canon Chocolate 877,Toys,Canon,783.57
6019,LG Watch 367,Fashion,LG,937.98
6020,Canon Camera 707,Health,Canon,132.46
6021,Dell Perfume 966,Electronics,Dell,870.4
6022,Adidas Football 833,Beauty,Adidas,1198.97
6023,Philips Camera 724,Fashion,Philips,554.0
6024,Nike Sneakers 762,Books,Nike,220.6
6025,Panasonic Tablet 954,Automotive,Panasonic,961.95
6026,Puma Tablet 443,Fashion,Puma,580.39
6027,LG Toy Car 645,Sports,LG,324.92
6028,Nike Shampoo 319,Automotive,Nike,400.49
6029,Puma Smartphone 436,Grocery,Puma,598.03
6030,Adidas Camera 958,Fashion,Adidas,1337.49
6031,Nike Camera 857,Health,Nike,1289.35
6032,Puma Laptop 150,Toys,Puma,83.93
6033,Puma Toy Car 630,Books,Puma,112.05
6034,HP Camera 394,Fashion,HP,1306.93
6035,HP T-shirt 140,Sports,HP,65.19
6036,Adidas Football 878,Home & Kitchen,Adidas,720.92
6037,Puma Sneakers 601,Fashion,Puma,672.19
6038,Canon Tablet 402,Home & Kitchen,Canon,1063.5
6039,Lenovo Watch 935,Fashion,Lenovo,224.77
6040,Sony Supplements 167,Toys,Sony,291.83
6041,Adidas Shampoo 700,Sports,Adidas,553.48
6042,Puma Supplements 896,Beauty,Puma,703.58
6043,Sony Watch 159,Books,Sony,231.79
6044,LG Perfume 678,Grocery,LG,155.38
6045,Sony Perfume 998,Fashion,Sony,757.68
6046,Sony Mixer 677,Toys,Sony,39.76
6047,Panasonic Chocolate 307,Sports,Panasonic,423.34
6048,Philips Tablet 204,Toys,Philips,84.64
6049,Puma Book 287,Health,Puma,962.97
6050,Adidas Laptop 322,Electronics,Adidas,1446.39
6051,Apple Laptop 515,Books,Apple,1146.84
6052,Lenovo Chocolate 693,Beauty,Lenovo,350.47
6053,Lenovo Supplements 843,Health,Lenovo,31.61
6054,Dell Shampoo 309,Health,Dell,875.13
6055,Nike Supplements 879,Health,Nike,131.68
6056,HP TV 678,Home & Kitchen,HP,803.42
6057,HP Book 189,Grocery,HP,515.5
6058,Adidas Supplements 422,Health,Adidas,273.65
6059,Sony Camera 478,Beauty,Sony,276.73
6060,Panasonic Mixer 464,Toys,Panasonic,91.25
6061,Samsung Backpack 435,Fashion,Samsung,1156.38
6062,Dell Football 130,Beauty,Dell,936.33
6063,Lenovo Smartphone 502,Books,Lenovo,867.84
6064,Puma Shampoo 812,Home & Kitchen,Puma,880.48
6065,Apple Shampoo 338,Sports,Apple,351.23
6066,Dell Headphones 187,Automotive,Dell,974.55
6067,Panasonic Mixer 772,Automotive,Panasonic,1304.6
6068,Adidas Toy Car 850,Sports,Adidas,1325.49
6069,LG Football 473,Grocery,LG,983.85
6070,HP Laptop 270,Books,HP,1112.69
6071,Samsung T-shirt 796,Sports,Samsung,699.17
6072,Dell Supplements 858,Toys,Dell,1478.29
6073,Samsung Sneakers 243,Automotive,Samsung,1029.7
6074,Asus Shampoo 959,Grocery,Asus,761.6
6075,Philips TV 289,Health,Philips,208.85
6076,Asus Toy Car 597,Home & Kitchen,Asus,30.35
6077,Asus Supplements 436,Grocery,Asus,522.71
6078,HP Tablet 289,Sports,HP,1242.38
6079,Puma Camera 127,Grocery,Puma,1218.45
6080,Dell Watch 154,Home & Kitchen,Dell,536.1
6081,Adidas Perfume 640,Health,Adidas,841.45
6082,Canon Watch 610,Automotive,Canon,937.97
6083,LG Perfume 623,Sports,LG,895.82
6084,Lenovo Mixer 974,Automotive,Lenovo,596.61
6085,Samsung Headphones 151,Toys,Samsung,939.21
6086,Samsung Laptop 908,Home & Kitchen,Samsung,143.73
6087,LG Smartphone 532,Home & Kitchen,LG,1230.16
6088,Samsung Backpack 280,Grocery,Samsung,755.58
6089,Panasonic TV 143,Automotive,Panasonic,958.2
6090,Philips Shampoo 887,Beauty,Philips,1441.73
6091,Asus Laptop 172,Toys,Asus,670.98
6092,LG Smartphone 755,Grocery,LG,681.62
6093,Panasonic Camera 576,Health,Panasonic,699.69
6094,Dell Chocolate 653,Automotive,Dell,957.8
6095,Puma Camera 169,Beauty,Puma,1380.54
6096,Adidas Supplements 677,Beauty,Adidas,1406.06
6097,Adidas Tablet 470,Fashion,Adidas,37.57
6098,Philips Sneakers 393,Home & Kitchen,Philips,1127.66
6099,Asus Shampoo 201,Beauty,Asus,195.14
6100,LG Camera 641,Books,LG,733.99
6101,Apple Watch 689,Home & Kitchen,Apple,430.55
6102,HP T-shirt 631,Toys,HP,1032.26
6103,Adidas Supplements 169,Health,Adidas,1424.51
6104,Puma Tablet 650,Health,Puma,600.84
6105,Nike Perfume 592,Electronics,Nike,878.94
6106,Asus Shampoo 712,Books,Asus,188.98
6107,Adidas Headphones 100,Toys,Adidas,776.03
6108,Canon T-shirt 398,Books,Canon,126.77
6109,Adidas Headphones 611,Electronics,Adidas,1491.09
6110,Panasonic Football 613,Fashion,Panasonic,1435.11
6111,LG Shampoo 222,Sports,LG,1097.9
6112,Dell Book 480,Books,Dell,1436.75
6113,LG Perfume 524,Toys,LG,207.88
6114,Sony Watch 927,Home & Kitchen,Sony,363.2
6115,Canon Watch 372,Books,Canon,280.01
6116,Apple Backpack 181,Grocery,Apple,1082.47
6117,Samsung Backpack 501,Electronics,Samsung,265.38
6118,Asus TV 303,Automotive,Asus,772.6
6119,Adidas Camera 452,Electronics,Adidas,17.66
6120,Canon Shampoo 503,Grocery,Canon,1348.37
6121,HP Shampoo 287,Grocery,HP,1365.13
6122,Canon Perfume 563,Health,Canon,1020.99
6123,Panasonic Smartphone 873,Automotive,Panasonic,1407.37
6124,Lenovo TV 233,Fashion,Lenovo,41.97
6125,HP Watch 682,Fashion,HP,139.87
6126,Nike TV 817,Sports,Nike,454.58
6127,Canon Perfume 832,Health,Canon,458.61
6128,Lenovo Mixer 286,Sports,Lenovo,538.91
6129,Panasonic Mixer 686,Toys,Panasonic,1358.62
6130,Asus Shampoo 963,Toys,Asus,421.57
6131,Puma Backpack 587,Books,Puma,128.34
6132,Puma Backpack 118,Health,Puma,1472.86
6133,Puma Backpack 578,Health,Puma,695.5
6134,Samsung T-shirt 941,Electronics,Samsung,449.3
6135,Dell Toy Car 455,Toys,Dell,1232.75
6136,LG Laptop 874,Home & Kitchen,LG,1330.77
6137,Panasonic Toy Car 872,Sports,Panasonic,1267.53
6138,Samsung Tablet 573,Sports,Samsung,47.66
6139,Philips Chocolate 312,Electronics,Philips,840.72
6140,Philips Toy Car 798,Books,Philips,1166.24
6141,Nike Shampoo 933,Toys,Nike,183.81
6142,Panasonic Supplements 109,Home & Kitchen,Panasonic,594.66
6143,Puma Watch 545,Sports,Puma,1285.88
6144,Dell Smartphone 866,Automotive,Dell,193.57
6145,LG TV 355,Home & Kitchen,LG,676.37
6146,Puma Laptop 806,Sports,Puma,279.51
6147,Lenovo Supplements 230,Electronics,Lenovo,364.25
6148,Sony TV 418,Electronics,Sony,1498.58
6149,Philips Chocolate 638,Sports,Philips,1122.7
6150,Philips Shampoo 955,Beauty,Philips,549.7
6151,Canon Book 268,Grocery,Canon,484.01
6152,Puma Perfume 247,Fashion,Puma,491.28
6153,Philips Sneakers 942,Automotive,Philips,60.77
6154,Sony Supplements 293,Fashion,Sony,721.61
6155,Nike Mixer 747,Sports,Nike,975.58
6156,LG Shampoo 203,Health,LG,1067.93
6157,Philips Smartphone 282,Sports,Philips,1358.81
6158,Nike Mixer 994,Automotive,Nike,1324.14
6159,Samsung Perfume 550,Toys,Samsung,838.22
6160,Philips T-shirt 561,Sports,Philips,928.96
6161,Dell Smartphone 595,Grocery,Dell,1213.61
6162,Canon Backpack 634,Automotive,Canon,236.69
6163,Philips TV 339,Electronics,Philips,222.77
6164,Lenovo T-shirt 161,Electronics,Lenovo,492.14
6165,Asus Watch 777,Books,Asus,327.83
6166,Philips Sneakers 887,Home & Kitchen,Philips,525.2
6167,Puma Smartphone 943,Toys,Puma,161.98
6168,Asus T-shirt 156,Beauty,Asus,1356.21
6169,Panasonic T-shirt 296,Health,Panasonic,762.89
6170,Dell Toy Car 952,Home & Kitchen,Dell,362.01
6171,Lenovo Camera 871,Fashion,Lenovo,997.24
6172,Canon Camera 449,Sports,Canon,906.83
6173,Puma Headphones 205,Home & Kitchen,Puma,448.52
6174,Dell Smartphone 849,Sports,Dell,136.85
6175,LG T-shirt 243,Books,LG,1308.28
6176,Sony Headphones 224,Fashion,Sony,48.74
6177,Lenovo Toy Car 987,Home & Kitchen,Lenovo,54.27
6178,Puma Watch 264,Sports,Puma,883.97
6179,Sony Tablet 331,Beauty,Sony,86.17
6180,Canon Watch 355,Grocery,Canon,1193.33
6181,Panasonic Camera 661,Automotive,Panasonic,62.85
6182,Apple Backpack 384,Home & Kitchen,Apple,1449.49
6183,HP Backpack 431,Sports,HP,645.79
6184,Asus Laptop 980,Home & Kitchen,Asus,698.74
6185,Lenovo Backpack 617,Grocery,Lenovo,1237.8
6186,Canon Book 104,Toys,Canon,285.08
6187,Nike Mixer 258,Books,Nike,307.78
6188,Asus Watch 693,Toys,Asus,907.74
6189,Apple Watch 402,Electronics,Apple,565.86
6190,Puma Shampoo 140,Sports,Puma,260.27
6191,HP Shampoo 938,Books,HP,770.21
6192,Panasonic Chocolate 132,Automotive,Panasonic,351.95
6193,Adidas TV 302,Electronics,Adidas,1150.89
6194,Asus T-shirt 897,Health,Asus,103.77
6195,Sony Backpack 328,Home & Kitchen,Sony,997.17
6196,LG Sneakers 570,Toys,LG,113.02
6197,HP Watch 129,Sports,HP,914.57
6198,LG Supplements 554,Books,LG,225.03
6199,Canon Watch 766,Fashion,Canon,128.38
6200,Philips Mixer 139,Beauty,Philips,515.13
6201,Panasonic Smartphone 974,Toys,Panasonic,106.5
6202,HP Perfume 604,Beauty,HP,1028.76
6203,Lenovo Perfume 425,Beauty,Lenovo,578.18
6204,Samsung Tablet 128,Grocery,Samsung,1221.42
6205,Apple Mixer 827,Electronics,Apple,1170.7
6206,Dell Perfume 605,Health,Dell,1284.79
6207,Panasonic Camera 479,Toys,Panasonic,185.55
6208,Canon Tablet 527,Health,Canon,1430.78
6209,Philips Backpack 319,Automotive,Philips,1393.93
6210,Lenovo Camera 478,Sports,Lenovo,274.8
6211,Apple Watch 445,Fashion,Apple,858.52
6212,Lenovo Headphones 651,Home & Kitchen,Lenovo,920.15
6213,Apple Supplements 289,Beauty,Apple,333.09
6214,Dell Mixer 631,Beauty,Dell,1061.19
6215,Philips Mixer 482,Toys,Philips,109.28
6216,Apple Camera 119,Automotive,Apple,107.05
6217,Adidas Chocolate 265,Automotive,Adidas,948.76
6218,Adidas T-shirt 827,Home & Kitchen,Adidas,1248.97
6219,Adidas Laptop 989,Toys,Adidas,455.99
6220,Asus Chocolate 228,Health,Asus,114.79
6221,Canon Shampoo 774,Fashion,Canon,1273.14
6222,Lenovo Camera 409,Automotive,Lenovo,545.7
6223,Apple Perfume 878,Toys,Apple,1266.7
6224,Sony Smartphone 671,Beauty,Sony,1138.48
6225,HP Smartphone 710,Books,HP,898.73
6226,Asus Football 563,Electronics,Asus,296.36
6227,Apple TV 282,Health,Apple,1239.89
6228,Apple Supplements 841,Sports,Apple,662.14
6229,Panasonic Chocolate 849,Toys,Panasonic,536.19
6230,Dell Book 272,Electronics,Dell,434.6
6231,HP Watch 573,Sports,HP,911.63
6232,Nike Chocolate 774,Sports,Nike,1295.48
6233,Apple Toy Car 215,Electronics,Apple,763.91
6234,Puma Perfume 243,Books,Puma,363.78
6235,Lenovo Book 164,Automotive,Lenovo,970.39
6236,HP Toy Car 287,Fashion,HP,37.53
6237,HP Smartphone 198,Fashion,HP,776.59
6238,Puma Book 293,Books,Puma,804.82
6239,Lenovo Sneakers 295,Health,Lenovo,937.0
6240,Panasonic TV 864,Books,Panasonic,1150.61
6241,Philips Camera 880,Books,Philips,1470.36
6242,Lenovo Sneakers 265,Fashion,Lenovo,954.98
6243,Apple Mixer 432,Home & Kitchen,Apple,17.98
6244,HP Shampoo 367,Sports,HP,378.45
6245,Sony Perfume 711,Beauty,Sony,301.22
6246,Samsung Smartphone 630,Automotive,Samsung,1385.39
6247,Dell Watch 949,Home & Kitchen,Dell,211.51
6248,Asus Chocolate 850,Toys,Asus,860.33
6249,Philips TV 471,Sports,Philips,1104.4
6250,Adidas Toy Car 662,Health,Adidas,186.44
6251,Puma Laptop 819,Home & Kitchen,Puma,35.9
6252,Samsung Supplements 400,Fashion,Samsung,1220.54
6253,Apple Laptop 516,Toys,Apple,255.6
6254,Lenovo TV 841,Home & Kitchen,Lenovo,1046.75
6255,LG Football 191,Grocery,LG,872.57
6256,Dell T-shirt 252,Electronics,Dell,972.12
6257,Philips Football 795,Home & Kitchen,Philips,1102.18
6258,Apple Backpack 209,Home & Kitchen,Apple,1431.65
6259,Dell Perfume 278,Toys,Dell,1423.51
6260,Nike Sneakers 473,Beauty,Nike,1209.35
6261,Panasonic T-shirt 998,Electronics,Panasonic,1004.9
6262,Lenovo Watch 324,Health,Lenovo,93.07
6263,Sony Smartphone 165,Sports,Sony,994.63
6264,Nike Smartphone 221,Books,Nike,901.86
6265,Dell Perfume 156,Toys,Dell,1029.87
6266,HP Mixer 201,Toys,HP,902.47
6267,Nike Sneakers 697,Home & Kitchen,Nike,1429.78
6268,Philips Supplements 854,Home & Kitchen,Philips,76.87
6269,Philips Book 499,Home & Kitchen,Philips,1212.54
6270,Apple Tablet 603,Books,Apple,1178.96
6271,Dell Smartphone 387,Electronics,Dell,369.14
6272,Panasonic Laptop 427,Fashion,Panasonic,826.14
6273,Nike Book 987,Automotive,Nike,1281.17
6274,Dell T-shirt 262,Grocery,Dell,1476.88
6275,Nike Mixer 621,Health,Nike,1380.71
6276,Adidas Chocolate 395,Toys,Adidas,296.17
6277,Sony T-shirt 809,Home & Kitchen,Sony,779.45
6278,Canon Backpack 812,Electronics,Canon,1031.69
6279,LG Football 883,Electronics,LG,1154.76
6280,Puma Backpack 688,Home & Kitchen,Puma,548.7
6281,Sony Supplements 902,Electronics,Sony,462.28
6282,Nike Supplements 632,Electronics,Nike,445.77
6283,Apple Sneakers 632,Sports,Apple,844.82
6284,Philips Watch 820,Fashion,Philips,541.45
6285,HP Tablet 960,Books,HP,449.44
6286,Canon Perfume 756,Beauty,Canon,1275.18
6287,Adidas Camera 719,Home & Kitchen,Adidas,426.82
6288,Philips Shampoo 688,Sports,Philips,739.56
6289,LG Perfume 283,Beauty,LG,117.66
6290,Puma Mixer 360,Grocery,Puma,190.33
6291,Lenovo Toy Car 591,Electronics,Lenovo,1295.9
6292,Apple Watch 163,Health,Apple,1402.95
6293,LG Smartphone 338,Electronics,LG,759.94
6294,Lenovo Watch 705,Automotive,Lenovo,1199.06
6295,Lenovo Headphones 974,Home & Kitchen,Lenovo,1101.46
6296,Apple Book 880,Sports,Apple,693.11
6297,HP TV 710,Grocery,HP,947.3
6298,Dell Supplements 825,Health,Dell,1370.3
6299,Samsung Sneakers 257,Books,Samsung,704.95
6300,HP Toy Car 903,Sports,HP,199.25
6301,Dell Tablet 895,Sports,Dell,1180.77
6302,Apple Shampoo 130,Grocery,Apple,340.99
6303,Sony TV 331,Toys,Sony,788.77
6304,Panasonic Supplements 901,Grocery,Panasonic,514.81
6305,Dell Laptop 462,Electronics,Dell,1205.4
6306,HP Camera 779,Beauty,HP,926.38
6307,Dell Perfume 826,Beauty,Dell,1160.84
6308,Apple Chocolate 684,Fashion,Apple,1011.53
6309,Samsung Shampoo 365,Toys,Samsung,936.83
6310,Adidas Football 772,Sports,Adidas,1176.31
6311,Nike Book 838,Grocery,Nike,589.9
6312,Samsung Headphones 579,Grocery,Samsung,1253.12
6313,Lenovo Watch 475,Toys,Lenovo,558.76
6314,Philips Backpack 184,Grocery,Philips,1356.0
6315,Samsung Supplements 563,Beauty,Samsung,417.16
6316,Sony Chocolate 277,Automotive,Sony,204.54
6317,Apple Supplements 266,Sports,Apple,1342.03
6318,Adidas Backpack 775,Toys,Adidas,1121.18
6319,Samsung Headphones 599,Automotive,Samsung,189.47
6320,Lenovo Watch 472,Toys,Lenovo,888.04
6321,Apple Football 318,Automotive,Apple,141.43
6322,Dell Headphones 762,Electronics,Dell,1450.87
6323,Philips Camera 407,Electronics,Philips,629.5
6324,Adidas Camera 163,Automotive,Adidas,626.41
6325,Nike Football 756,Home & Kitchen,Nike,795.15
6326,Puma Camera 396,Toys,Puma,352.74
6327,Adidas Laptop 876,Health,Adidas,986.55
6328,Apple Tablet 935,Automotive,Apple,266.01
6329,LG Smartphone 815,Toys,LG,1009.03
6330,HP TV 828,Health,HP,237.68
6331,Samsung TV 963,Books,Samsung,712.21
6332,Panasonic Perfume 667,Sports,Panasonic,1227.29
6333,LG Perfume 975,Automotive,LG,794.7
6334,Apple Perfume 349,Electronics,Apple,772.69
6335,Puma Headphones 106,Grocery,Puma,20.13
6336,Sony Chocolate 717,Health,Sony,326.68
6337,Canon Tablet 399,Home & Kitchen,Canon,832.58
6338,Puma Mixer 269,Electronics,Puma,13.07
6339,Adidas Laptop 138,Electronics,Adidas,214.26
6340,Samsung Watch 886,Home & Kitchen,Samsung,1457.06
6341,Sony Shampoo 746,Toys,Sony,577.44
6342,Adidas Football 130,Electronics,Adidas,375.62
6343,Lenovo Perfume 691,Books,Lenovo,872.71
6344,LG Headphones 174,Toys,LG,446.74
6345,Canon Laptop 121,Home & Kitchen,Canon,1488.74
6346,Nike Sneakers 847,Beauty,Nike,1408.87
6347,Apple Football 184,Grocery,Apple,819.1
6348,Puma T-shirt 286,Books,Puma,1260.24
6349,Asus Tablet 492,Beauty,Asus,1221.36
6350,Adidas Camera 877,Automotive,Adidas,1351.14
6351,Samsung Tablet 459,Home & Kitchen,Samsung,1135.24
6352,Sony Sneakers 886,Electronics,Sony,1342.84
6353,Panasonic Shampoo 222,Grocery,Panasonic,885.28
6354,Philips T-shirt 342,Health,Philips,222.7
6355,Adidas Camera 371,Fashion,Adidas,1430.31
6356,Samsung Laptop 992,Grocery,Samsung,1252.7
6357,Sony TV 930,Sports,Sony,985.18
6358,Panasonic Smartphone 887,Automotive,Panasonic,428.24
6359,Canon Perfume 569,Electronics,Canon,1412.46
6360,Asus Watch 676,Health,Asus,913.61
6361,Dell Headphones 920,Home & Kitchen,Dell,1159.48
6362,Panasonic Perfume 739,Automotive,Panasonic,717.78
6363,Panasonic Mixer 318,Electronics,Panasonic,695.33
6364,LG Tablet 408,Home & Kitchen,LG,926.21
6365,Panasonic Tablet 855,Fashion,Panasonic,1475.49
6366,Sony Sneakers 954,Home & Kitchen,Sony,981.62
6367,HP Sneakers 392,Automotive,HP,1307.38
6368,Adidas Shampoo 571,Toys,Adidas,1068.4
6369,Canon Book 363,Fashion,Canon,1245.84
6370,Sony Mixer 171,Fashion,Sony,891.52
6371,Samsung Tablet 856,Fashion,Samsung,154.3
6372,Puma Sneakers 574,Home & Kitchen,Puma,893.85
6373,Nike Headphones 939,Automotive,Nike,1280.65
6374,Panasonic TV 333,Beauty,Panasonic,383.32
6375,Puma Sneakers 759,Home & Kitchen,Puma,1084.86
6376,Dell Camera 355,Sports,Dell,284.43
6377,Samsung TV 377,Fashion,Samsung,1341.59
6378,Asus T-shirt 676,Fashion,Asus,668.46
6379,Canon Book 136,Beauty,Canon,1013.43
6380,Asus Shampoo 246,Electronics,Asus,1373.36
6381,LG Backpack 637,Electronics,LG,1333.58
6382,Asus Headphones 429,Books,Asus,179.57
6383,Philips Perfume 882,Toys,Philips,1043.57
6384,Philips Camera 112,Grocery,Philips,1382.51
6385,Philips Headphones 734,Home & Kitchen,Philips,1311.59
6386,Sony Headphones 886,Sports,Sony,104.6
6387,Canon Smartphone 933,Books,Canon,798.02
6388,Nike Perfume 493,Beauty,Nike,1082.61
6389,Canon Smartphone 738,Sports,Canon,920.33
6390,LG Backpack 515,Sports,LG,1000.26
6391,Apple Shampoo 764,Home & Kitchen,Apple,1222.17
6392,Asus T-shirt 190,Books,Asus,403.11
6393,HP Headphones 322,Toys,HP,909.42
6394,Panasonic Supplements 446,Books,Panasonic,278.84
6395,Dell Laptop 950,Books,Dell,1149.7
6396,Samsung Watch 830,Home & Kitchen,Samsung,1415.11
6397,Samsung Shampoo 197,Beauty,Samsung,1028.63
